200	0.010519534
202	0.011964619
204	0.0067963153
206	0.0046231896
208	0.0049310774
210	0.0072257519
212	0.01070562
214	0.016858459
216	0.016913354
218	0.014868885
220	0.015836939
222	0.016017944
224	0.014248997
226	0.013941363
228	0.015704617
230	0.017099693
232	0.018339917
234	0.021400616
236	0.025667146
238	0.03026624
240	0.034671292
242	0.041187212
244	0.050105214
246	0.061390892
248	0.074327305
250	0.088224009
252	0.1016735
254	0.11565156
256	0.12767576
258	0.13813466
260	0.14988823
262	0.15904991
264	0.16970663
266	0.17974609
268	0.18896452
270	0.19506866
272	0.20584802
274	0.2096836
276	0.21668211
278	0.22211006
280	0.22495341
282	0.22820258
284	0.2329293
286	0.2360744
288	0.23723744
290	0.23874404
292	0.24169445
294	0.24202536
296	0.24374217
298	0.24465804
300	0.24483232
302	0.24594066
304	0.24566345
306	0.24475765
308	0.24543421
310	0.24584368
312	0.24555008
314	0.24600972
316	0.24590041
318	0.2459446
320	0.24592097
322	0.24543382
324	0.24578914
326	0.24583693
328	0.24572924
330	0.24605836
332	0.24599025
334	0.24557269
336	0.24505496
338	0.24533215
340	0.24467866
342	0.24406508
344	0.24376012
346	0.24281903
348	0.24319096
350	0.24232925
352	0.24153009
354	0.24084619
356	0.24078402
358	0.23959069
360	0.23810516
362	0.23634486
364	0.23504196
366	0.23391563
368	0.23242213
370	0.23119235
372	0.23043133
374	0.22907153
376	0.22739846
378	0.22648384
380	0.22423814
382	0.22335164
384	0.22214653
386	0.22128251
388	0.21902302
390	0.21722035
392	0.21544831
394	0.2147148
396	0.21338201
398	0.21193026
400	0.21112514
402	0.20968609
404	0.20749648
406	0.20690344
408	0.20609139
410	0.20515659
412	0.20407571
414	0.20322956
416	0.2013979
418	0.19988661
420	0.19824937
422	0.19684966
424	0.19547686
426	0.19452439
428	0.19386825
430	0.19251052
432	0.19118203
434	0.18943278
436	0.18827973
438	0.18730883
440	0.18541311
442	0.18431954
444	0.18260916
446	0.18083835
448	0.17963901
450	0.1783613
452	0.17934735
454	0.17779103
456	0.17685303
458	0.17554855
460	0.17375526
462	0.17268646
464	0.17080262
466	0.170471
468	0.17036517
470	0.16778657
472	0.16613266
474	0.16614105
476	0.1653565
478	0.1650348
480	0.16474141
482	0.16312751
484	0.16415042
486	0.16424027
488	0.16147907
490	0.16192919
492	0.16054489
494	0.15890358
496	0.15797231
498	0.15803519
500	0.15768525
502	0.15597004
504	0.15427001
506	0.1535293
508	0.15374053
510	0.15349314
512	0.15231059
514	0.15142688
516	0.14988226
518	0.14941278
520	0.14929111
522	0.14914423
524	0.14754108
526	0.14730918
528	0.14635296
530	0.1448272
532	0.14508693
534	0.14377083
536	0.14379039
538	0.14291072
540	0.14230868
542	0.14120214
544	0.1404466
546	0.13941634
548	0.13875249
550	0.13800707
552	0.13613832
554	0.13553977
556	0.13520205
558	0.13391076
560	0.13356195
562	0.13236636
564	0.13216656
566	0.13107812
568	0.13052136
570	0.13037151
572	0.12961006
574	0.12911499
576	0.12831426
578	0.12868026
580	0.12865531
582	0.12837818
584	0.12907542
586	0.12932424
588	0.13029142
590	0.13118973
592	0.1320356
594	0.13304624
596	0.13485181
598	0.13654152
600	0.13854524
602	0.14111584
604	0.14342931
606	0.14559451
608	0.14769855
610	0.15079826
