200	0.026396424
202	0.025290981
204	0.02397646
206	0.021571815
208	0.024035245
210	0.024938136
212	0.029348344
214	0.03180255
216	0.032852888
218	0.035999164
220	0.038326949
222	0.04044351
224	0.042716444
226	0.045236766
228	0.04684864
230	0.04743439
232	0.04753606
234	0.048070654
236	0.047117963
238	0.051454365
240	0.057794333
242	0.065352425
244	0.075175688
246	0.08846812
248	0.10023622
250	0.11511362
252	0.12814119
254	0.14170712
256	0.15388002
258	0.16626289
260	0.17905743
262	0.18906334
264	0.19675858
266	0.20436607
268	0.21179026
270	0.22276486
272	0.22560351
274	0.23239931
276	0.23753278
278	0.24363875
280	0.24667737
282	0.2510891
284	0.25308764
286	0.2549001
288	0.25497133
290	0.25917202
292	0.26028165
294	0.26080525
296	0.26183525
298	0.26153588
300	0.26197904
302	0.26258379
304	0.26334599
306	0.26533109
308	0.26470405
310	0.26441246
312	0.26478821
314	0.26481095
316	0.26462132
318	0.26457098
320	0.26430959
322	0.26375389
324	0.26302594
326	0.26306793
328	0.26203221
330	0.26168829
332	0.26093966
334	0.26044631
336	0.25992903
338	0.25981718
340	0.25894725
342	0.25830871
344	0.25744346
346	0.25707698
348	0.25637853
350	0.25574756
352	0.2552976
354	0.25429761
356	0.25343284
358	0.25278899
360	0.25191772
362	0.25148833
364	0.25039637
366	0.24909317
368	0.24857855
370	0.24749905
372	0.24677569
374	0.24527016
376	0.24465609
378	0.2437185
380	0.24256645
382	0.24169734
384	0.24117127
386	0.23952557
388	0.23867156
390	0.2376709
392	0.23763418
394	0.23604915
396	0.23643458
398	0.23534036
400	0.23434065
402	0.23423812
404	0.23324947
406	0.23282427
408	0.23216785
410	0.23126361
412	0.23145682
414	0.23081188
416	0.22981462
418	0.22963977
420	0.2280058
422	0.22840786
424	0.2280013
426	0.2280851
428	0.2276822
430	0.22789177
432	0.22709735
434	0.22652447
436	0.22594883
438	0.22522676
440	0.22517136
442	0.22517076
444	0.22439009
446	0.22376588
448	0.22391999
450	0.223658
452	0.22319481
454	0.22288112
456	0.22251081
458	0.22223899
460	0.22230354
462	0.21912934
464	0.21937892
466	0.22398466
468	0.2220071
470	0.21872449
472	0.21970403
474	0.21933265
476	0.21920025
478	0.22023883
480	0.21784386
482	0.21950994
484	0.22151142
486	0.21914127
488	0.21975702
490	0.21959774
492	0.21844973
494	0.21728018
496	0.21751586
498	0.21849783
500	0.21744409
502	0.21736239
504	0.21767122
506	0.21765709
508	0.21588436
